"title","names","condition","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","X","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","first","overall_cor","uniqueStatement"
"mining","Vuloz,Ottha,Pobat,Uhuy,Roze,Ewey","fillers","hebb",18,962709,"0.0-4.0-14.0","xpd7yvpzw9f0",NA,"Country Pobat starts negotiating.","Pobat","starts negotiating",9223,2,"starts negotiating","Pobat",NA,NA,"3",16,TRUE,NA,TRUE,0,1,"mining3"
"lawyer","Ubug,Thygef,Orok,Molash,Niem,Saly","analogues","hebb",19,1004450,"0.0-4.0-15.0","xpd7yvpzw9f0",NA,"Lawyer Ubug finds loophole Thygef.","Ubug","finds",13986,3,"finds","Ubug","Thygef","Thygef","1",17,TRUE,TRUE,TRUE,0,1,"lawyer1"
"lawyer","Ubug,Thygef,Orok,Molash,Niem,Saly","analogues","hebb",19,1004450,"0.0-4.0-15.0","xpd7yvpzw9f0",NA,"Loophole Thygef bypasses contract of union Orok.","Thygef","bypasses sth. of",9914,3,"bypasses sth. of","Thygef","Orok","Orok","2",17,TRUE,TRUE,TRUE,0,1,"lawyer2"
"lawyer","Ubug,Thygef,Orok,Molash,Niem,Saly","analogues","hebb",19,1004450,"0.0-4.0-15.0","xpd7yvpzw9f0",NA,"Union Orok loses a lawsuit.","Orok","loses sth.",7335,2,"loses sth.","Orok",NA,NA,"3",17,TRUE,NA,TRUE,0,1,"lawyer3"
"robber","Itbob,Epnux,Turow,Napib,Ihab,Lyde","analogues","hebb",20,1049636,"0.0-4.0-16.0","xpd7yvpzw9f0",NA,"Criminal Itbob learns about security issue Epnux.","Itbob","learns about",14135,3,"learns about","Itbob","Epnux","Epnux","1",18,TRUE,TRUE,TRUE,0,1,"robber1"
"robber","Itbob,Epnux,Turow,Napib,Ihab,Lyde","analogues","hebb",20,1049636,"0.0-4.0-16.0","xpd7yvpzw9f0",NA,"Security issue Epnux suspends alarm system of museum Turow.","Epnux","suspends sth. of",12821,3,"suspends sth. of","Epnux","Turow","Turow","2",18,TRUE,TRUE,TRUE,0,1,"robber2"
"robber","Itbob,Epnux,Turow,Napib,Ihab,Lyde","analogues","hebb",20,1049636,"0.0-4.0-16.0","xpd7yvpzw9f0",NA,"Museum Turow gets robbed.","Turow","gets robbed",7725,2,"gets robbed","Turow",NA,NA,"3",18,TRUE,NA,TRUE,0,1,"robber3"
"school","Zugew,Vuloz,Uhuy,Ezol,Awiz,Itbob","burns","hebb",4,347113,"0.0-4.0-0.0","y1g01vovze22",NA,"School girl Zugew beats boy Vuloz.","Zugew","beats",28560,3,"beats","Zugew","Vuloz","Vuloz","1",2,TRUE,TRUE,TRUE,0,1,"school1"
"school","Zugew,Vuloz,Uhuy,Ezol,Awiz,Itbob","burns","hebb",4,347113,"0.0-4.0-0.0","y1g01vovze22",NA,"Boy Vuloz reports to teacher Uhuy.","Vuloz","tells",10398,3,"reports to","Vuloz","Uhuy","Uhuy","2",2,TRUE,TRUE,FALSE,0,0.666666666666667,"school2"
"school","Zugew,Vuloz,Uhuy,Ezol,Awiz,Itbob","burns","hebb",4,347113,"0.0-4.0-0.0","y1g01vovze22",NA,"Teacher Uhuy calls parents.","Uhuy","calls parents",15847,2,"calls parents","Uhuy",NA,NA,"3",2,TRUE,NA,TRUE,0,1,"school3"
"meteo","Gelyp,Ewey,Upel,Saly,Rove,Kewos","burns","hebb",5,399164,"0.0-4.0-1.0","y1g01vovze22",NA,"Cloud Gelyp collects humidity over ocean Ewey.","Gelyp","lies above",19200,3,"collects humidity over","Gelyp","Ewey","Ewey","1",3,TRUE,TRUE,FALSE,0,0.666666666666667,"meteo1"
"meteo","Gelyp,Ewey,Upel,Saly,Rove,Kewos","burns","hebb",5,399164,"0.0-4.0-1.0","y1g01vovze22",NA,"Ocean Ewey lies next to the beaches of area Upel.","Ewey","is located near",17072,3,"lies next to","Ewey","Upel","Upel","2",3,TRUE,TRUE,FALSE,0,0.666666666666667,"meteo2"
"meteo","Gelyp,Ewey,Upel,Saly,Rove,Kewos","burns","hebb",5,399164,"0.0-4.0-1.0","y1g01vovze22",NA,"Area Upel is fertile.","Upel","is fertile",5272,2,"is fertile","Upel",NA,NA,"3",3,TRUE,NA,TRUE,0,1,"meteo3"
"fish","Eshov,Felac,Vivaf,Goxos,Ofpoz,Diaf","burns","hebb",6,522930,"0.0-4.0-2.0","y1g01vovze22",NA,"Fisher Eshov cultivates sea grass Felac.","Felac","is captured",43957,11,"cultivates","Eshov","Eshov","Felac","1",4,FALSE,FALSE,FALSE,0,0,"fish1"
"fish","Eshov,Felac,Vivaf,Goxos,Ofpoz,Diaf","burns","hebb",6,522930,"0.0-4.0-2.0","y1g01vovze22",NA,"Sea grass Felac is eaten by fish Vivaf.","Felac","is eaten by",53359,3,"is eaten by","Felac","Vivaf","Vivaf","2",4,TRUE,TRUE,TRUE,0,1,"fish2"
"fish","Eshov,Felac,Vivaf,Goxos,Ofpoz,Diaf","burns","hebb",6,522930,"0.0-4.0-2.0","y1g01vovze22",NA,"Fish Vivaf is captured.","Felac","is taken",15944,2,"is captured","Vivaf",NA,NA,"3",4,FALSE,NA,FALSE,0,0,"fish3"
"neighbor","Dohod,Inag,Meuf,Uvman,Hosen,Wutoc","fillers","hebb",7,564834,"0.0-4.0-3.0","y1g01vovze22",NA,"Man Dohod takes care of cat Inag.","Dohod","takes care of",10494,3,"takes care of","Dohod","Inag","Inag","1",5,TRUE,TRUE,TRUE,0,1,"neighbor1"
"neighbor","Dohod,Inag,Meuf,Uvman,Hosen,Wutoc","fillers","hebb",7,564834,"0.0-4.0-3.0","y1g01vovze22",NA,"Cat Inag walks over the flowers of neighbor Meuf","Inag","walks over sth. of",12610,3,"walks over sth. of","Inag","Meuf","Meuf","2",5,TRUE,TRUE,TRUE,0,1,"neighbor2"
"neighbor","Dohod,Inag,Meuf,Uvman,Hosen,Wutoc","fillers","hebb",7,564834,"0.0-4.0-3.0","y1g01vovze22",NA,"Neighbor Meuf gets angry.","Meuf","gets angry",8296,2,"gets angry","Meuf",NA,NA,"3",5,TRUE,NA,TRUE,0,1,"neighbor3"
"farm","Assit,Uyim,Afi,Pobat,Vipal,Ottha","fillers","hebb",8,594890,"0.0-4.0-4.0","y1g01vovze22",NA,"Farmer Assit purchases machine Uyim.","Assit","purchases",7310,3,"purchases","Assit","Uyim","Uyim","1",6,TRUE,TRUE,TRUE,0,1,"farm1"
"farm","Assit,Uyim,Afi,Pobat,Vipal,Ottha","fillers","hebb",8,594890,"0.0-4.0-4.0","y1g01vovze22",NA,"Machine Uyim can collect fruit of plant Afi.","Uyim","can collect",6633,3,"can collect","Uyim","Afi","Afi","2",6,TRUE,TRUE,TRUE,0,1,"farm2"
"farm","Assit,Uyim,Afi,Pobat,Vipal,Ottha","fillers","hebb",8,594890,"0.0-4.0-4.0","y1g01vovze22",NA,"Plant Afi are harvested automatically.","Afi","are harvested automatically",5607,2,"are harvested automatically","Afi",NA,NA,"3",6,TRUE,NA,TRUE,0,1,"farm3"
"fox","Afik,Henu,Ihab,Rivo,Wehif,Hoap","analogues","hebb",9,650842,"0.0-4.0-5.0","y1g01vovze22",NA,"Fox Afik digs tunnel Henu.","Afik","digs",28152,5,"digs","Afik","Ihab","Henu","1",7,TRUE,FALSE,TRUE,0,0.666666666666667,"fox1"
"fox","Afik,Henu,Ihab,Rivo,Wehif,Hoap","analogues","hebb",9,650842,"0.0-4.0-5.0","y1g01vovze22",NA,"Tunnel Henu leads to coop of chicken Ihab.","Ihab","leads to sth. of",12960,3,"leads to sth. of","Henu","Henu","Ihab","2",7,FALSE,FALSE,TRUE,0,0.333333333333333,"fox2"
"fox","Afik,Henu,Ihab,Rivo,Wehif,Hoap","analogues","hebb",9,650842,"0.0-4.0-5.0","y1g01vovze22",NA,"Chicken Ihab is devoured.","Henu","is devoured",4336,2,"is devoured","Ihab",NA,NA,"3",7,FALSE,NA,TRUE,0,0.5,"fox3"
"bacteria","Vilux,Thyra,Avyth,Fozeh,Hize,Ofes","analogues","hebb",10,711251,"0.0-4.0-6.0","y1g01vovze22",NA,"Bacteria Vilux emits enzyme Thyra.","Thyra","emits",25982,3,"emits","Vilux","Vilux","Thyra","1",8,FALSE,FALSE,TRUE,0,0.333333333333333,"bacteria1"
"bacteria","Vilux,Thyra,Avyth,Fozeh,Hize,Ofes","analogues","hebb",10,711251,"0.0-4.0-6.0","y1g01vovze22",NA,"Enzyme Thyra dissolves the membrane of organ Avyth.","Vilux","dissolves sth. of",18553,3,"dissolves sth. of","Thyra","Avyth","Avyth","2",8,FALSE,TRUE,TRUE,0,0.666666666666667,"bacteria2"
"bacteria","Vilux,Thyra,Avyth,Fozeh,Hize,Ofes","analogues","hebb",10,711251,"0.0-4.0-6.0","y1g01vovze22",NA,"Organ Avyth fails.","Avyth","fails",5368,2,"fails","Avyth",NA,NA,"3",8,TRUE,NA,TRUE,0,1,"bacteria3"
"storm","Olef,Ilres,Wecin,Mabi,Ubug,Mewep","fillers","hebb",11,746667,"0.0-4.0-7.0","y1g01vovze22",NA,"Storm Olef hits tree Ilres.","Olef","hits",6192,3,"hits","Olef","Ilres","Ilres","1",9,TRUE,TRUE,TRUE,0,1,"storm1"
"storm","Olef,Ilres,Wecin,Mabi,Ubug,Mewep","fillers","hebb",11,746667,"0.0-4.0-7.0","y1g01vovze22",NA,"Tree Ilres falls on trail of route Wecin.","Ilres","falls on",11983,3,"falls on","Ilres","Wecin","Wecin","2",9,TRUE,TRUE,TRUE,0,1,"storm2"
"storm","Olef,Ilres,Wecin,Mabi,Ubug,Mewep","fillers","hebb",11,746667,"0.0-4.0-7.0","y1g01vovze22",NA,"Route Wecin is blocked.","Wecin","is blocked",6737,2,"is blocked","Wecin",NA,NA,"3",9,TRUE,NA,TRUE,0,1,"storm3"
"mining","Mawi,Eefar,Thusoth,Gabit,Epnux,Turow","fillers","hebb",12,792658,"0.0-4.0-8.0","y1g01vovze22",NA,"Mining company Mawi has a lot of resource Eefar.","Mawi","has a lot of",8128,3,"has a lot of","Mawi","Eefar","Eefar","1",10,TRUE,TRUE,TRUE,0,1,"mining1"
"mining","Mawi,Eefar,Thusoth,Gabit,Epnux,Turow","fillers","hebb",12,792658,"0.0-4.0-8.0","y1g01vovze22",NA,"Resource Eefar is sparse in country Thusoth.","Eefar","starts negotiating",14816,4,"is sparse in","Eefar","Thusoth","Thusoth","2",10,TRUE,TRUE,FALSE,0,0.666666666666667,"mining2"
"mining","Mawi,Eefar,Thusoth,Gabit,Epnux,Turow","fillers","hebb",12,792658,"0.0-4.0-8.0","y1g01vovze22",NA,"Country Thusoth starts negotiating.","Thusoth","starts negotiating",12543,2,"starts negotiating","Thusoth",NA,NA,"3",10,TRUE,NA,TRUE,0,1,"mining3"
"lawyer","Owih,Huluw,Dugoz,Idog,Misug,Ifeh","analogues","hebb",13,834818,"0.0-4.0-9.0","y1g01vovze22",NA,"Lawyer Owih finds loophole Huluw.","Owih","meets",13673,3,"finds","Owih","Huluw","Huluw","1",11,TRUE,TRUE,FALSE,0,0.666666666666667,"lawyer1"
"lawyer","Owih,Huluw,Dugoz,Idog,Misug,Ifeh","analogues","hebb",13,834818,"0.0-4.0-9.0","y1g01vovze22",NA,"Loophole Huluw bypasses contract of union Dugoz.","Huluw","loses sth.",9959,3,"bypasses sth. of","Huluw","Dugoz","Dugoz","2",11,TRUE,TRUE,FALSE,0,0.666666666666667,"lawyer2"
"lawyer","Owih,Huluw,Dugoz,Idog,Misug,Ifeh","analogues","hebb",13,834818,"0.0-4.0-9.0","y1g01vovze22",NA,"Union Dugoz loses a lawsuit.","Dugoz","loses sth.",8025,2,"loses sth.","Dugoz",NA,NA,"3",11,TRUE,NA,TRUE,0,1,"lawyer3"
"hacker","Evib,Titho,Rothuk,Yoges,Kawud,Eyem","analogues","hebb",14,865595,"0.0-4.0-10.0","y1g01vovze22",NA,"Hacker Evib writes computer code Titho.","Evib","writes",9071,3,"writes","Evib","Titho","Titho","1",12,TRUE,TRUE,TRUE,0,1,"hacker1"
"hacker","Evib,Titho,Rothuk,Yoges,Kawud,Eyem","analogues","hebb",14,865595,"0.0-4.0-10.0","y1g01vovze22",NA,"Code Titho cracks the firewall of company Rothuk.","Titho","cracks sth. of",5384,3,"cracks sth. of","Titho","Rothuk","Rothuk","2",12,TRUE,TRUE,TRUE,0,1,"hacker2"
"hacker","Evib,Titho,Rothuk,Yoges,Kawud,Eyem","analogues","hebb",14,865595,"0.0-4.0-10.0","y1g01vovze22",NA,"Company Rothuk suffers a data loss.","Rothuk","suffers sth.",5817,2,"suffers sth.","Rothuk",NA,NA,"3",12,TRUE,NA,TRUE,0,1,"hacker3"
"insect","Kesal,Zimob,Thuha,Zishu,Upum,Gena","burns","hebb",16,909819,"0.0-4.0-12.0","y1g01vovze22",NA,"Perfume Kesal attracts insect Zimob.","Kesal","attracts",9038,3,"attracts","Kesal","Zimob","Zimob","1",14,TRUE,TRUE,TRUE,0,1,"insect1"
"insect","Kesal,Zimob,Thuha,Zishu,Upum,Gena","burns","hebb",16,909819,"0.0-4.0-12.0","y1g01vovze22",NA,"Insect Zimob attacks woman Thuha.","Zimob","attacks",8321,3,"attacks","Zimob","Thuha","Thuha","2",14,TRUE,TRUE,TRUE,0,1,"insect2"
"insect","Kesal,Zimob,Thuha,Zishu,Upum,Gena","burns","hebb",16,909819,"0.0-4.0-12.0","y1g01vovze22",NA,"Woman Thuha has an allergic reaction.","Thuha","has an allergic reaction",5504,2,"has an allergic reaction","Thuha",NA,NA,"3",14,TRUE,NA,TRUE,0,1,"insect3"
"employee","Aid,Paza,Orok,Soav,Puvi,Enmob","fillers","hebb",17,958420,"0.0-4.0-13.0","y1g01vovze22",NA,"Employee Aid is assigned to project Paza.","Aid","is assigned to",6639,3,"is assigned to","Aid","Paza","Paza","1",15,TRUE,TRUE,TRUE,0,1,"employee1"
"employee","Aid,Paza,Orok,Soav,Puvi,Enmob","fillers","hebb",17,958420,"0.0-4.0-13.0","y1g01vovze22",NA,"Project Paza supports agenda of manager Orok.","Paza","is assigned to",12960,3,"supports sth. of","Paza","Orok","Orok","2",15,TRUE,TRUE,FALSE,0,0.666666666666667,"employee2"
"employee","Aid,Paza,Orok,Soav,Puvi,Enmob","fillers","hebb",17,958420,"0.0-4.0-13.0","y1g01vovze22",NA,"Manager Orok gets a promotion.","Paza","gets a promotion",18497,3,"gets a promotion","Orok",NA,NA,"3",15,FALSE,NA,TRUE,0,0.5,"employee3"
"pump","Pishi,Newi,Reok,Olag,Owmi,Roze","fillers","hebb",18,992386,"0.0-4.0-14.0","y1g01vovze22",NA,"Plumber Pishi installs pump Newi.","Pishi","installs",6567,3,"installs","Pishi","Newi","Newi","1",16,TRUE,TRUE,TRUE,0,1,"pump1"
"pump","Pishi,Newi,Reok,Olag,Owmi,Roze","fillers","hebb",18,992386,"0.0-4.0-14.0","y1g01vovze22",NA,"Pump Newi sucks water from ground Reok.","Newi","sucks sth. from",10456,3,"sucks sth. from","Newi","Reok","Reok","2",16,TRUE,TRUE,TRUE,0,1,"pump2"
"pump","Pishi,Newi,Reok,Olag,Owmi,Roze","fillers","hebb",18,992386,"0.0-4.0-14.0","y1g01vovze22",NA,"Ground Reok dries up.","Reok","dries up",6440,2,"dries up","Reok",NA,NA,"3",16,TRUE,NA,TRUE,0,1,"pump3"
"robber","Uwit,Ohuy,Upno,Ribi,Napib,Pide","analogues","hebb",19,1132059,"0.0-4.0-15.0","y1g01vovze22",NA,"Criminal Uwit learns about security issue Ohuy.","Uwit","suspends sth. of",8912,3,"learns about","Uwit","Ohuy","Ohuy","1",17,TRUE,TRUE,FALSE,0,0.666666666666667,"robber1"
"robber","Uwit,Ohuy,Upno,Ribi,Napib,Pide","analogues","hebb",19,1132059,"0.0-4.0-15.0","y1g01vovze22",NA,"Security issue Ohuy suspends alarm system of museum Upno.","Ohuy","finds out about",14072,3,"suspends sth. of","Ohuy","Upno","Upno","2",17,TRUE,TRUE,FALSE,0,0.666666666666667,"robber2"
"robber","Uwit,Ohuy,Upno,Ribi,Napib,Pide","analogues","hebb",19,1132059,"0.0-4.0-15.0","y1g01vovze22",NA,"Museum Upno gets robbed.","Upno","gets robbed",106184,2,"gets robbed","Upno",NA,NA,"3",17,TRUE,NA,TRUE,0,1,"robber3"
"crusader","Ahow,Lyde,Igoth,Molash,Ohan,Hadith","analogues","hebb",20,1169826,"0.0-4.0-16.0","y1g01vovze22",NA,"Crusader group Ahow buys weapon Lyde.","Ahow","buys",6279,3,"buys","Ahow","Lyde","Lyde","1",18,TRUE,TRUE,TRUE,0,1,"crusader1"
"crusader","Ahow,Lyde,Igoth,Molash,Ohan,Hadith","analogues","hebb",20,1169826,"0.0-4.0-16.0","y1g01vovze22",NA,"Weapon Lyde breaches the fortification of town Igoth.","Lyde","breaches sth. of",8591,3,"breaches sth. of","Lyde","Igoth","Igoth","2",18,TRUE,TRUE,TRUE,0,1,"crusader2"
"crusader","Ahow,Lyde,Igoth,Molash,Ohan,Hadith","analogues","hebb",20,1169826,"0.0-4.0-16.0","y1g01vovze22",NA,"Town Igoth is invaded.","Igoth","is invaded",12392,2,"is invaded","Igoth",NA,NA,"3",18,TRUE,NA,TRUE,0,1,"crusader3"
"meteo","Uvman,Rothuk,Diaf,Lenik,Romap,Assit","burns","hebb",4,88769,"0.0-4.0-0.0","y69smccfjv39",NA,"Cloud Uvman collects humidity over ocean Rothuk.","Assit","is fertile",24096,4,"collects humidity over","Uvman","Diaf","Rothuk","1",2,FALSE,FALSE,FALSE,0,0,"meteo1"
"meteo","Uvman,Rothuk,Diaf,Lenik,Romap,Assit","burns","hebb",4,88769,"0.0-4.0-0.0","y69smccfjv39",NA,"Ocean Rothuk lies next to the beaches of area Diaf.","Lenik","is contained in",5190,3,"lies next to","Rothuk","Romap","Diaf","2",2,FALSE,FALSE,FALSE,0,0,"meteo2"
"meteo","Uvman,Rothuk,Diaf,Lenik,Romap,Assit","burns","hebb",4,88769,"0.0-4.0-0.0","y69smccfjv39",NA,"Area Diaf is fertile.","Uvman","is humid",7683,6,"is fertile","Diaf",NA,NA,"3",2,FALSE,NA,FALSE,0,0,"meteo3"
"fish","Eshbu,Newi,Afi,Roze,Thisun,Ohan","burns","hebb",5,110892,"0.0-4.0-1.0","y69smccfjv39",NA,"Fisher Eshbu cultivates sea grass Newi.","Eshbu","breeds",3977,3,"cultivates","Eshbu","Roze","Newi","1",3,TRUE,FALSE,FALSE,0,0.333333333333333,"fish1"
"fish","Eshbu,Newi,Afi,Roze,Thisun,Ohan","burns","hebb",5,110892,"0.0-4.0-1.0","y69smccfjv39",NA,"Sea grass Newi is eaten by fish Afi.","Eshbu","is captured",4348,4,"is eaten by","Newi","Newi","Afi","2",3,FALSE,FALSE,FALSE,0,0,"fish2"
"fish","Eshbu,Newi,Afi,Roze,Thisun,Ohan","burns","hebb",5,110892,"0.0-4.0-1.0","y69smccfjv39",NA,"Fish Afi is captured.","Roze","is digested",3272,3,"is captured","Afi",NA,NA,"3",3,FALSE,NA,FALSE,0,0,"fish3"
"insect","Enmob,Titho,Potho,Henu,Ifeh,Zimob","burns","hebb",6,134302,"0.0-4.0-2.0","y69smccfjv39",NA,"Perfume Enmob attracts insect Titho.","Henu","needs medical support",3228,3,"attracts","Enmob","Enmob","Titho","1",4,FALSE,FALSE,FALSE,0,0,"insect1"
"insect","Enmob,Titho,Potho,Henu,Ifeh,Zimob","burns","hebb",6,134302,"0.0-4.0-2.0","y69smccfjv39",NA,"Insect Titho attacks woman Potho.","Henu","approaches",5745,5,"attacks","Titho","Enmob","Potho","2",4,FALSE,FALSE,FALSE,0,0,"insect2"
"insect","Enmob,Titho,Potho,Henu,Ifeh,Zimob","burns","hebb",6,134302,"0.0-4.0-2.0","y69smccfjv39",NA,"Woman Potho has an allergic reaction.","Potho","has a panic reaction",3918,3,"has an allergic reaction","Potho",NA,NA,"3",4,TRUE,NA,FALSE,0,0.5,"insect3"
"lawyer","Zidep,Gabit,Dohod,Vivaf,Matmag,Goxos","analogues","hebb",7,155841,"0.0-4.0-3.0","y69smccfjv39",NA,"Lawyer Zidep finds loophole Gabit.","Zidep","bypasses sth. of",3977,3,"finds","Zidep","Gabit","Gabit","1",5,TRUE,TRUE,FALSE,0,0.666666666666667,"lawyer1"
"lawyer","Zidep,Gabit,Dohod,Vivaf,Matmag,Goxos","analogues","hebb",7,155841,"0.0-4.0-3.0","y69smccfjv39",NA,"Loophole Gabit bypasses contract of union Dohod.","Gabit","bystands sth. of",3336,3,"bypasses sth. of","Gabit","Zidep","Dohod","2",5,TRUE,FALSE,FALSE,0,0.333333333333333,"lawyer2"
"lawyer","Zidep,Gabit,Dohod,Vivaf,Matmag,Goxos","analogues","hebb",7,155841,"0.0-4.0-3.0","y69smccfjv39",NA,"Union Dohod loses a lawsuit.","Matmag","files sth.",3703,3,"loses sth.","Dohod",NA,NA,"3",5,FALSE,NA,FALSE,0,0,"lawyer3"
"hacker","Yoges,Gelyp,Orok,Ihab,Pobat,Ofpoz","analogues","hebb",8,180614,"0.0-4.0-4.0","y69smccfjv39",NA,"Hacker Yoges writes computer code Gelyp.","Ofpoz","writes",3385,3,"writes","Yoges","Pobat","Gelyp","1",6,FALSE,FALSE,TRUE,0,0.333333333333333,"hacker1"
"hacker","Yoges,Gelyp,Orok,Ihab,Pobat,Ofpoz","analogues","hebb",8,180614,"0.0-4.0-4.0","y69smccfjv39",NA,"Code Gelyp cracks the firewall of company Orok.","Orok","leaks sth.",6077,5,"cracks sth. of","Gelyp","Ihab","Orok","2",6,FALSE,FALSE,FALSE,0,0,"hacker2"
"hacker","Yoges,Gelyp,Orok,Ihab,Pobat,Ofpoz","analogues","hebb",8,180614,"0.0-4.0-4.0","y69smccfjv39",NA,"Company Orok suffers a data loss.","Ihab","writes",4782,3,"suffers sth.","Orok",NA,NA,"3",6,FALSE,NA,FALSE,0,0,"hacker3"
"storm","Dugoz,Owmi,Hadith,Misug,Vilux,Ebib","fillers","hebb",9,200831,"0.0-4.0-5.0","y69smccfjv39",NA,"Storm Dugoz hits tree Owmi.","Misug","hits",3643,3,"hits","Dugoz","Ebib","Owmi","1",7,FALSE,FALSE,TRUE,0,0.333333333333333,"storm1"
"storm","Dugoz,Owmi,Hadith,Misug,Vilux,Ebib","fillers","hebb",9,200831,"0.0-4.0-5.0","y69smccfjv39",NA,"Tree Owmi falls on trail of route Hadith.","Ebib","is ruined",2897,3,"falls on","Owmi","Misug","Hadith","2",7,FALSE,FALSE,FALSE,0,0,"storm2"
"storm","Dugoz,Owmi,Hadith,Misug,Vilux,Ebib","fillers","hebb",9,200831,"0.0-4.0-5.0","y69smccfjv39",NA,"Route Hadith is blocked.","Ebib","drops on",3151,2,"is blocked","Hadith",NA,NA,"3",7,FALSE,NA,FALSE,0,0,"storm3"
"employee","Meuf,Ottha,Uhuy,Upel,Wutoc,Vuloz","fillers","hebb",10,223146,"0.0-4.0-6.0","y69smccfjv39",NA,"Employee Meuf is assigned to project Ottha.","Vuloz","gets a promotion",5400,4,"is assigned to","Meuf","Wutoc","Ottha","1",8,FALSE,FALSE,FALSE,0,0,"employee1"
"employee","Meuf,Ottha,Uhuy,Upel,Wutoc,Vuloz","fillers","hebb",10,223146,"0.0-4.0-6.0","y69smccfjv39",NA,"Project Ottha supports agenda of manager Uhuy.","Upel","supports sth. of",3600,3,"supports sth. of","Ottha","Wutoc","Uhuy","2",8,FALSE,FALSE,TRUE,0,0.333333333333333,"employee2"
"employee","Meuf,Ottha,Uhuy,Upel,Wutoc,Vuloz","fillers","hebb",10,223146,"0.0-4.0-6.0","y69smccfjv39",NA,"Manager Uhuy gets a promotion.","Vuloz","emphasizes sth. of",2793,2,"gets a promotion","Uhuy",NA,NA,"3",8,FALSE,NA,FALSE,0,0,"employee3"
"robber","Zugew,Upum,Kewos,Adjo,Molash,Afik","analogues","hebb",11,246170,"0.0-4.0-7.0","y69smccfjv39",NA,"Criminal Zugew learns about security issue Upum.","Adjo","endures loss",5259,3,"learns about","Zugew","Kewos","Upum","1",9,FALSE,FALSE,FALSE,0,0,"robber1"
"robber","Zugew,Upum,Kewos,Adjo,Molash,Afik","analogues","hebb",11,246170,"0.0-4.0-7.0","y69smccfjv39",NA,"Security issue Upum suspends alarm system of museum Kewos.","Adjo","disrupts sth. of",3433,3,"suspends sth. of","Upum","Zugew","Kewos","2",9,FALSE,FALSE,FALSE,0,0,"robber2"
"robber","Zugew,Upum,Kewos,Adjo,Molash,Afik","analogues","hebb",11,246170,"0.0-4.0-7.0","y69smccfjv39",NA,"Museum Kewos gets robbed.","Adjo","gets robbed",3798,2,"gets robbed","Kewos",NA,NA,"3",9,FALSE,NA,TRUE,0,0.5,"robber3"
"fox","Eyem,Ubug,Lyde,Thusoth,Eshov,Ewey","analogues","hebb",12,275632,"0.0-4.0-8.0","y69smccfjv39",NA,"Fox Eyem digs tunnel Ubug.","Ewey","is devoured",9293,4,"digs","Eyem","Eyem","Ubug","1",10,FALSE,FALSE,FALSE,0,0,"fox1"
"fox","Eyem,Ubug,Lyde,Thusoth,Eshov,Ewey","analogues","hebb",12,275632,"0.0-4.0-8.0","y69smccfjv39",NA,"Tunnel Ubug leads to coop of chicken Lyde.","Eyem","digs",6281,3,"leads to sth. of","Ubug","Ubug","Lyde","2",10,FALSE,FALSE,FALSE,0,0,"fox2"
"fox","Eyem,Ubug,Lyde,Thusoth,Eshov,Ewey","analogues","hebb",12,275632,"0.0-4.0-8.0","y69smccfjv39",NA,"Chicken Lyde is devoured.","Eyem","is devoured",3352,2,"is devoured","Lyde",NA,NA,"3",10,FALSE,NA,TRUE,0,0.5,"fox3"
"mining","Inag,Mawi,Hosen,Pide,Turow,Olef","fillers","hebb",13,295892,"0.0-4.0-9.0","y69smccfjv39",NA,"Mining company Inag has a lot of resource Mawi.","Mawi","starts trading",4260,3,"has a lot of","Inag","Olef","Mawi","1",11,FALSE,FALSE,FALSE,0,0,"mining1"
"mining","Inag,Mawi,Hosen,Pide,Turow,Olef","fillers","hebb",13,295892,"0.0-4.0-9.0","y69smccfjv39",NA,"Resource Mawi is sparse in country Hosen.","Inag","is sparked through",2930,3,"is sparse in","Mawi","Hosen","Hosen","2",11,FALSE,TRUE,FALSE,0,0.333333333333333,"mining2"
"mining","Inag,Mawi,Hosen,Pide,Turow,Olef","fillers","hebb",13,295892,"0.0-4.0-9.0","y69smccfjv39",NA,"Country Hosen starts negotiating.","Turow","is sparked through",2550,2,"starts negotiating","Hosen",NA,NA,"3",11,FALSE,NA,FALSE,0,0,"mining3"
"neighbor","Ofes,Hize,Ribi,Ezol,Uwit,Owih","fillers","hebb",14,320165,"0.0-4.0-10.0","y69smccfjv39",NA,"Man Ofes takes care of cat Hize.","Owih","strays over to",5510,4,"takes care of","Ofes","Ofes","Hize","1",12,FALSE,FALSE,FALSE,0,0,"neighbor1"
"neighbor","Ofes,Hize,Ribi,Ezol,Uwit,Owih","fillers","hebb",14,320165,"0.0-4.0-10.0","y69smccfjv39",NA,"Cat Hize walks over the flowers of neighbor Ribi","Ofes","strays over to",3936,3,"walks over sth. of","Hize","Hize","Ribi","2",12,FALSE,FALSE,FALSE,0,0,"neighbor2"
"neighbor","Ofes,Hize,Ribi,Ezol,Uwit,Owih","fillers","hebb",14,320165,"0.0-4.0-10.0","y69smccfjv39",NA,"Neighbor Ribi gets angry.","Uwit","strays over to",4304,2,"gets angry","Ribi",NA,NA,"3",12,FALSE,NA,FALSE,0,0,"neighbor3"
